id,description,value
1009675,to purchase a solar light and gain access to cost efficient hybrid seeds and fertilizer for maize cultivation.,0
1009677,to purchase two solar lights and gain access to cost efficient hybrid seeds and fertilizer for maize cultivation.					.,0
1009706,to buy cost efficient maize seeds and fertilizer for the coming harvesting season.,0
1009726,to buy cost efficient maize seeds and fertilizer for the coming harvesting season.,0
1009732,to purchase a solar light and gain access to cost efficient hybrid seeds and fertilizer for maize cultivation.,0
1009836,"to purchase a solar light and gain access to cost-efficient, hybrid seeds and fertilizer for maize cultivation.",0
1009837,to buy cost efficient seeds and fertilizer for the coming harvesting season,0
1009845,to buy cost efficient maize seeds and fertilizer for the coming harvesting season,0
1009858,to purchase a solar light and gain access to cost efficient hybrid seeds and fertilizer for maize cultivation.,0
1011505,to buy another motorcycle to resell,0
1011778,to buy more items to sell in his store.,0
1012190,to buy fabrics and threads to cater for made-to-order products for his tailoring business.,0
1011121,to buy fertilizer and seeds that will the improve quality and quantity of his yields.,0
1011209,to build an adequate home for her daughter ,0
1008756,to buy 500 pairs of shoes.,0
1008759,to procure construction materials.,0
1008762,"to buy underwear, diapers, baby blankets, shirts and pants.",0
1008767,"to buy juice, cookies, cheese, and various fruits.",0
1011015,to get five crates of Primus drinks and sugary drinks.,0
1011024,to buy 25 sacks of beans.,0
1011031,"to get supplies of ""pagne"" fabric, shoes, pants, shirts, T-shirts and underwear.",0
1011039,to buy cement and metal sheeting.,0
1011048,to buy 30 sacs of beans and cassava.,0
1011062,"to buy bowls, pans, forks, plates, etc.",0
1011943,to purchase food products to sell.,0
1011964,to buy automobile tires and oil.,0
1011995,to buy various garments to sell.,0
1012397,to purchase a minibus in order to start a trading business with cereals.,0
1011470,to buy fertilizer.,0
1012289,to buy baby fish to raise and sell in the future.,0
1012148,to purchase baby livestock to raise and sell in future.,0
1012151,to purchase baby cattle to raise and sell in future.,0
1012223,to purchase baby cattle to raise and sell in the future.,0
1012227,to purchase baby poultry to raise and sell in future.,0
1012257,to purchase equipment to catch fish,0
1012259,to purchase equipment to catch fish.,0
1012271,to buy additional groceries to sell.,0
1012276,to purchase more fruit to resell,0
1012278,to purchase more fruit to resell,0
1012286,to purchase pork to resell,0
1010384,to increase and diversify her business merchandise with a special winter season collection.,0
1011638,to increase her merchandise with  special offers and items for this winter season to attract customers attention,0
1012252,to increase her merchandise.,0
1009861,to increase her newly established business' merchandise with a special offer winter collection to increase her sales volume.,0
1009875,"to buy a car, necessary for her transportation to her work, since she lives in a remote area.",0
1010273,to renovate his coffee shop to attract new customers,0
1010299,"to start an additional income business, through buying a car and setting it for renting services.",0
1010326,to develop his business by increasing his merchandise with new perfumes and offers to attract more customers.,0
1010340,"to register his business truck to facilitate his work, and expand his service working zone.",0
1011649,to buy a taxi which she will rent out and benefit from its output.,0
1011706,to buy' spare parts and updated tools for computers to provide his customers with better service.,0
1011858,to increase her business merchandise with a newly released special winter collection to cover her customers' special requests.,0
1012308,to increase and diversify her business merchandise with special offer products highly requested by her customers.,0
1009071,to pay for repairs at his house .,0
1009532,to buy various colors and types of rexine (artificial leather) for her husband's business of sewing and selling vehicle seat covers.,0
1009534,"to buy more cooking oil, sugar, powdered soap and other items to sell.",0
1009536,to repair a vehicle for her husband.,0
1010750,to buy food products and open a grocery store.,0
1010471,to buy charcoal to sell.,0
1010562,to buy fertilizer and to maintain his crop of coffee.,0
1009937,to buy tools for his locksmith business,0
1010548,"to purchase flavorings, acidifiers and plastic items",0
1009941,to buy an overlock machine.,0
1008103,to buy mineral fertilizer and seeds,0
1009530,"to buy fruits, peanuts, snack foods, food seasoning, cereals and drinks",0
1010085,"to buy a screen printing machine, so that he can have a larger workshop and generate more work.",1
1010283,to grow his business and buy new equipment and food supplies.,0
1010571,"to buy shirts, pants, skirts, dresses, underwear, etc. to stock her clothing business.",0
1011615,to buy construction materials for building a new house.,0
1012091,to buy cows and goats to raise.,0
1010875,to buy seeds and start horticulture farming and also to build a modern dairy unit.,1
1011652,to pay for forage for the livestock and to buy 5 piglets to enrich her farm,0
1011849,to increase and diversify her business merchandise with a special winter collection.,0
1011905,to buy a refrigerator to keep her products and raw materials fresh.,0
1010992,to pay for fodder for the livestock,0
1011242,to purchase an industrial oven to expand the menu and sell baked chicken. ,0
1011639,"to buy more fish, vegetables and chicken to sell at the market",0
1009646,to buy cost efficient maize seeds and fertilizer for the coming harvesting season,0
1009650,to purchase a solar light and gain access to cost efficient hybrid seeds and fertilizer for maize cultivation.,0
1009696,to purchase hybrid seeds and fertilizer to improve harvests of maize.,0
1009698,to purchase a solar light and gain access to cost efficient hybrid seeds and fertilizer for maize cultivation.,0
1009699,to buy cost efficient maize seeds and fertilizer for the coming harvesting season.,0
1009718,"to purchase cost efficient maize seeds, banana seedlings, and fertilizer for the coming harvesting season",0
1009720,to purchase hybrid seeds and fertilizer for the��_��__��_��___��_��__��_��____cultivation��_��__��_��___��_��__��_��____of maize.,0
1009721,"to purchase a solar light, as well as hybrid seeds and fertilizer to improve harvests of maize.",0
1009521,to purchase a solar light and gain access to cost efficient hybrid seeds and fertilizer for maize cultivation						.,0
1009583,to purchase hybrid seeds and fertilizer to improve harvests of maize,0
1009619,to purchase hybrid seeds and fertilizer to improve harvests of maize							,0
1009629,to purchase hybrid seeds and fertilizer to improve harvests of maize.,0
1009639,to buy cost-efficient maize seeds and fertilizer for the coming harvesting season.,0
1009663,to purchase a solar light and gain access to cost-efficient hybrid seeds and fertilizer for maize cultivation.,0
1009667,to purchase a solar light and gain access to cost-efficient hybrid seeds and fertilizer for maize cultivation.,0
1009692,to purchase hybrid seeds and fertilizer to improve harvests of maize							,0
1009694,to buy hybrid maize seeds and fertilizer to improve his harvest.,0
1011710,to pay for food products to sell in the  store,0
1011724,"to pay labor fees, which is expected to improve her root crop productivity",1
1011806,to invest in the vineyard he already has,0
1011809,to purchase more ducks and high-quality feed,0
1011915,To purchase stock of products and to open a general store in the village,0
1012166,to bring in a collection of women's fabrics and scarves.,0
1008317,to buy construction supplies.,0
1008752,"to buy pants, shirts, T-shirts and underwear.",0
1011794,to purchase more ducks and high-quality feed.,0
1011803,to purchase ducks as well as high-quality feed.,0
1009113,buy supplies to stock up her store and also to buy 3 pigs to raise.,0
1009575,to buy a healthy cow for her husband so he can continue his cattle breeding and trading business.,0
1009577,to buy more stock of different clothes for the winter season by taking into account the choices and tastes of her customers.,0
1010009,to purchase truck tires.,0
1010011,"to purchase more watches for women and men, purses of all styles, and clothing.",0
1010015,to buy material to build a pigsty and a small chicken farm.,0
1009060,buy a new sewing machine for some special production she has.,0
1009062,"make some adjustments to the bar and main table of her food place, and also to buy a tent, and inputs like sodas, snacks and beers.",0
1009064,buy a refrigerator for the business and ice creams to sell in her place.,0
1009066,"buy more personal use products to sell like bath products, vitamins and others.",0
1009075,"buy different products to sell in her store, especially daily use so she stocks up.",0
1009470,to buy scrap material in bulk for her husband's recycling business.,0
1009472,to help her son in repairing motorbike and body so he can drive his moto rickshaw smoothly.,0
1009480,to buy perfumes.,0
1009527,"to buy more rice, sugar biscuits and others to sell.",0
1009099,to buy more pigs and chickens and food for them.,0
1009104,"to buy inputs to stock up like sodas, liquor and food.",0
1009398,"to buy groceries to sell from her sari-sari, or convenience store.",0
1009400,"to purchase more stock of inventories such as shoes, men's sandals, women's sandals and other items.",0
1009473,to buy a variety of rice for retail in the local community.,0
1009498,"to buy more vegetables, fruits and spices for resell to the local community. .",0
1009503,to buy feed and other supplies to raise her livestock,0
1009504,"to  buy ingredients such as pork, vegetables, spices, and cooking oil for her restaurant",0
1009516,to buy seeds to plant.,0
1010004,to buy a cow.,0
1010021,"to buy cattle, which he hopes will make plenty of milk so that he can sell dairy products.",0
1010272,to buy livestock and feed.,0
1010400,to buy cows for selling,0
1010402,to buy feed ?and other supplies needed to raise her livestock.,0
1010414,to buy cattle for fattening and trade.,0
1010560,to buy more cattle and vitamins for them.,0
1010907,to build a modern dairy unit and buy cereals to sell.,0
1011051,to buy a lot of fodder for all the livestock on her farm.,0
1011087,to buy more cows for fattening.,0
1011093,to buy a few cows and steers and increase her cattle headcount.,0
1011175,to purchase more cattle.,0
1011237,to work in agriculture and raising cattle.,0
1011247,with agriculture and cattle.,0
1011299,to buy two heifers with the objective of generating abundant milk to sell.,0
1011454,to invest in raising chickens.,0
1011456,to buy chickens,0
1011508,To buy cattle,0
1011518,to buy additional dairy cows in order to increase organic milk sales,0
1009385,"to restock sari-sari store with consumable goods like noodles, canned goods, coffee, milk, confectioneries, condiments and others",0
1009462,to help her husband in repairing his rickshaw so he can continue his transportation services near the airport.,0
1009467,to buy raw material for her husband's socks sewing and then selling in the market.,0
1009998,to buy beauty products and hand tools for manicures and pedicures.,0
1009999,to start a beauty salon business.,0
1010001,"to buy an industrial stove, pots, dishes, equipment, and have capital to buy raw material.",0
1009405,"to restock the store with grocery items, confectioneries, condiments and other things.",0
1009422,to buy new kitchen utensils.,0
1009425,"to purchase strings, bamboo poles and seaweed.",0
1009427,to restock sore with consumable goods.,0
1009976,"to invest in blocks, sand, cement and iron and to pay for the labor to build a retaining wall",0
1009995,to buy an automobile repair shop.,0
1009996,"to buy a gas stove, improve her firewood oven, and buy ingredients and supplies to prepare meals and lunches.",0
1009231,to acquire additional capital for her sari sari store,0
1009257,to buy beans and maize to sell.,0
1009375,"to restock her sari-sari store with consumable goods like noodles, canned goods, coffee, milk, confectioneries, condiments, and other items.",0
1009977,"to pay for the installation of air conditioning, and to repair his front bumper, which will make his taxi more comfortable.",0
1009982,"to invest in bricks, sand, cement, iron, and labor costs for building a bedroom",0
1011235,to work with agriculture and ranching.,0
1011664,"to buy agricultural machinery, three farrows and two heifers for the development of his farm.",0
1011681,"to pay for 650 packages of fodder,  2.5 ton of combine fodder and to buy a cow to improve their farm.",0
1011685,"to purchase a cow and a pig, and 800 package of fodder with 3.5 tons of barley for feeding the livestock.",0
1009153,"to purchase construction materials such as bags of cement, sand, gravel, iron steel rod and pay for labor cost in house completion",1
1009156,"to restock sari-sari store with consumable goods like noodles, canned goods, coffee, milk, confectioneries.",0
1009228,to buy additionals stocks of spare parts,0
1009237,to buy more supplies for her store.,0
1009256,to buy rice and maize to sell.,0
1009975,"to pay to harvest her basic grains and to buy sugar, flour, eggs, etc., to continue making bread to sell and to do her farming work",0
1010581,"to buy seeds, fertilizers, manure, blight control, etc.",0
1010868,to buy mineral fertilizers and seeds.,0
1010914,to pay for two oxen and forage for feeding the livestock.,0
1011165,to buy all the necessary construction materials [to remodel and enlarge his home].,0
1011229,to buy and sell cattle.,0
1007816,to buy cereals for resale.,0
1009184,to buy more head of goats for dispersal,0
1009215,"to buy food ingredients such as flour, cooking oil, sugar and materials for packaging",0
1009216,"to buy canned goods, noodles, eggs, cooking oil, food seasoning, snack foods, mosquito repellent, drinks and rice",0
1009217,to buy fruits and vegetables; food seasoning and dried noodles,0
1009221,to  buy farm supplies like fertilizer and pesticides,0
1009973,"invest in more pigs and basic grains, and improve the stock in her business",0
1007017,to purchase stock of home products to sell,0
1011195,To build a house for his family.,0
1011246,to rent the sewing machine to make her products.,0
1010597,to build a suitable home for her daughter.,0
1010603,to build an adequate home for her daughters.,0
1010615,to build a suitable home for her daughter.,0
1011205,to build a house that is adequate for his family.,0
1011223,to build an adequate house for the family.,0
1008886,"to buy soft drinks, liquor and e-feed.",0
1009147,"to purchase bags of cement, paints and pay for labor cost in house repair",0
1009148,to purchase bags of fertilizers and pesticides,0
1009931,"to buy insecticides, herbicides, and pesticides so that his vegetable crop has a healthy development.  ",0
1009950,to buy needed construction materials.,0
1010591,to build a fitting house for his wife.,0
1010595,to build a suitable home for her son.,0
1010666,"to invest in rice, oil, drinks, meats and vegetables, as well as in maintenance repairs of some apartments that he owns and rents out.",0
1010667,to invest in two dairy cows and to buy cases of various drinks.,0
1011215,to build an appropriate home for his family,0
1011462,to buy fertilizer,0
1007432,to buy a dairy cow.,0
1007472,to buy fishing nets and fishing boat engine,0
1007517,"to buy canned goods, noodles, spices, cooking oil, toiletries, laundry soap, sugar, coffee, powdered chocolate drink.",0
1007532,"to buy soft drinks, canned goods, noodles, spices, eggs, cooking oil, sugar, coffee, flour, powdered chocolate drink and milk; bamboo",0
1007549,"to buy fishing nets ; frozen products such as sweetened meat, chorizo and hotdogs",0
1007560,"to buy high-quality seeds, good fertilizer and pesticides that he will use to greatly improve his crop production.",0
1009093,"to buy more items to sell, especially food and daily use products.",0
1009144,"to restock store with basic commodities like canned goods, oil, soy sauce",0
1009928,to buy construction materials.,0
1007565,"to buy canned goods, noodles, spices, eggs, cooking oil, toiletries, laundry soap, chips, biscuits, bread, candies.",0
1009169,"to restock her sari-sari store with consumable goods like noodles, canned goods, coffee, milk, confectioneries, condiments, and other items.",0
1009125,"to invest in the purchase of products such as juices, dairy products, cereals, detergent, basic grains (corn, beans, rice), etc.",0
1009143,to purchase bags of fertilizers,0
1011589,to buy pig feed.,0
1011592,to purchase food to stock her market.,0
1011597,"to buy five oxen, 55 bags of fertilizer, fuel and feed for the animals.",0
1010931,to increase her business merchandise with special winter products.,0
1010998,To buy a car necessary for his business shopping for new products and family needs,0
1011079,to buy large quantities of mineral fertilizers and seeds for planting.,0
1011513,to buy fertilizer and materials for farming.,0
1000105,"to buy more salt, sugar and cooking oil to sell.",0
1010497,to pay for car (amount left) and purchase food supplies (oranges and dried figs) to resell in nearby communities,0
1010502,to pay for two air conditioners and cover renovation work for the kitchen in cafe.,0
1011464,to repair her house.,0
1011467,to raise pigs .,0
1012066,to buy cows to raise and re-sell,0
1007407,to purchase a chaff cutter.,0
1009088,to buy more cattle to have more animals to raise.,0
1009141,to purchase bulk stocks of foot wear and house hold wares,0
1009297,to buy material for her son's school uniform tailoring business.,0
1009452,to buy mineral fertilizers and seeds.,0
1009565,to pay for harvesting fees,0
1009990,to buy fertilizer and pay for labor for his workers (to maintain his plantation).,1
1011190,to buy second hand toys in general to sell at affordable prices.,0
1011407,for a down payment on a new vehicle and to purchase the taxi license he needs to operate his business.,0
1011410,to purchase a vehicle for his taxi service.,0
1011411,to create samples of his products to take to fashion buyers in Los Angeles.,0
1011055,to buy a new sewing machine.,0
1011095,to buy more stock of fruits and vegetables,0
1011098,to increase and diversify her business products in her convenience store so that she can respond to her customers' needs and increase her selling.,0
1011113,"to develop her newly established business through purchasing a special nail treatment machine, in addition to necessary tattoo ink",0
1011181,"to buy cement, sand, gravel, bricks, and iron to build her house, which is made of metal sheets today and is not very safe.",0
1010659,to buy more traditional Guatemalan clothing for resale.,0
1003927,to buy agricultural inputs for crops and fruits.,0
1004042,to buy a quality breed of dairy cow.,0
1004055,to buy farm implements,0
1004066,to buy seeds to expand his horticulture business.,0
1004068,to buy cereals.,0
1004079,to construct a dairy shed.,0
1007116,to buy seeds and start horticulture farming.,0
1007709,to buy farming implements.,0
1009054,"buy a new chilled showcase to display some of her food products, also a frying pan and supplies to prepare the food.",0
1009078,buy more clothes and shoes to sell in her location.,0
1009080,buy a frying pan to make new food.,0
1009087,to buy jackets for her store.,0
1009138,to buy 2 sacks of pig feeds,0
1009139,"to restock store with consumable goods such as canned goods, noodles, sugar, detergent bars and others",0
1009140,"to restock sari-sari store with consumable goods like noodles, canned goods, coffee, milk, confectioneries, condiments and others",0
1009852,"buy a vertical cutting machine, a table, canvas, and supplies for the manufacture of backpacks.",0
1009863,purchase supplies for his grocery store.,0
1009885,"to buy a pack of clothing to sell to friends, relatives, neighbors and in villages.",0
1009918,"to buy clothing, lotions, pajamas and jewelry to sell new fashion and products to her customers.",0
1009920,"to buy bread, seasonings, meats, sausages, oil, etc. to make tacos, quesadillas and hamburgers.",0
1010486,"to pay for land rental, two sows and fertilizer for land cultivation work.",0
1010611,To buy more fashion clothes to sell,0
1010815,"to purchase work tools (combs, hair styling tools and makeup)",0
1010895,to buy a cow and forage for feeding her livestock.,0
1010899,"to increase his merchandise with new items and offers, to satisfy his customers' demands.",0
1011006,to develop her business through buying updated tools which will facilitate her work,0
1011045,to pay for fodder to feed the livestock.,0
1011060,"to solve his health problem, finally.",0
1011103,"to buy bags of beans, groundnuts, millet, rice and local spices for resale.",0
1011683, to buy many goats for resale.,0
1003914,to buy cereals.,0
1006991,to buy seeds and start horticulture farming.,0
1007033,to buy a dairy cow,0
1007057,to buy a motorbike to deliver his products to the market in a timely manner.,0
1007094,to buy cereals.,0
1007293,"to buy chocolate bars, chips, candies, bread, biscuits, toiletries, spices, sugar, powdered milk and chocolate drink.",0
1008775,to increase her husband's crockery business.,0
1009040,"buy inputs to sell, like clothes, shoes and accessories, so she has a lot to offer.",0
1009838,to purchase a motorcycle because she wants to work transporting passengers.,0
1007284,"to buy sugar, flour, cooking oil, food seasonings fruits and vegetables; feed",0
1007285,"to buy biscuits, bread, chips, candies, chocolate bars, toiletries, laundry soap, sugar, coffee, powdered juice: fishing net.",0
1007290,"to buy noodles, canned goods, eggs, cooking oil, coffee, powdered milk, powdered chocolate drink, sugar, toiletries.",0
1008738,"to buy food seasonings, toiletries, canned goods, noodles, snack food, drinks, and fruit.",0
1008771,to improve her husband's tailoring business.,0
1008787,to start horticultural farming.,0
1009766,to buy cattle and start his own business.,0
1009831,"to complete maintenance arrangements for his cushions, paint and a change of tires.",0
1004015,to construct a cowshed,0
1004026,to buy a motorbike for transporting goods to market,0
1007268,to buy fishing nets and pay laborers.,1
1008725,"to buy a fishing net, a fishing boat, and feed.",0
1008726,to buy a motorbike for speedy delivery of products to the market.,0
1008780,to buy seeds to expand his horticulture farm.,0
1008786,to buy seeds and start horticulture farming.,0
1004008,to buy farm inputs.,0
1004084,to construct proper dairy facilities for his herd.,0
1008258,to buy seeds and increase his potato farming.,0
1008300,"to buy high-quality seeds, good fertilizer, and pesticides to improve crop production.",0
1008636,to  invest in supplies like plastic ware and coconut.,0
1008679,"to buy vinegar, soy sauce, corn starch, sugar, milk, milo sachet, powdered detergent, coffee, matches,  canned corned beef, beef loaf, sardines, creamer and shampoo.",0
1008702,"to buy  condiments, beverages, and soft drinks.",0
1008705,to purchase items for her business.,0
1008223,to buy seeds and start horticulture farming.,0
1008225,to buy good quality seeds.,0
1008226,to buy farm inputs.,0
1008227,to buy cereals.,0
1008072,to buy cereals to sell.,0
1008114,to buy cereals.,0
1008120,to buy seeds and expand his horticulture farming.,0
1008148,"to buy more commodities such as drinks, food seasonings, snack foods, canned goods and noodles; feed",0
1008160,"to buy  more commodities such as sugar, salt, powdered juice, coffee, candy, chips, biscuits, bread, spices, noodles, canned goods.",0
1009364,to buy a variety of drinks to sell.,0
1006790,"to buy drinking liquor, soft drinks, canned goods, noodles, sugar, cooking oil, food seasoning, snack foods, toiletries and napkins",0
1006933,To start an agro vet,0
1007598,to buy farm implements.,0
1008002,"to buy fishing materials such as fishing net, fishing rope and fishing weights",0
1008027,"to buy goods such as shirts, skirts, pants, curtains and other apparels",0
1008033,"to buy beauty products such as soap, lotion and cosmetics; fragrances, personal and home care products.",0
1008137,"to buy different kinds of meat such as pork, beef, and goat��_��__��_��___��_��__��_��____s meat (chevon); vegetables",0
1008216,"to buy commodities such as canned goods, noodles, food seasonings, toiletries, eggs, cooking oil, snack foods, chocolate bars, soft drinks, and drinking liquor.",0
1006248,"to buy canned goods, noodles, spices, eggs, cooking oil, biscuits, chips, bread, sugar, salt, coffee, drinks, powdered juice; and a fishing boat engine.",0
1006249,"to buy sugar, salt, powdered juice, coffee, candy, chips, biscuits, bread, spices, noodles, canned goods, drinks and RTW products.",0
1006253,to buy a motorbike,0
1006256,"to buy canned goods, noodles, food seasoning, cooking oil, eggs, sugar, coffee, toiletries, chips, candies and soft drinks.",0
1006423,to buy another motorbike,0
1006444,to buy seeds and start horticulture farming.,0
1006328,to buy a quality breed of dairy cow.,0
1006342,to buy farm implements.,0
1006379,to build a modern dairy unit.,0
1006397,to build a modern dairy unit.,0
1009296,to buy animals to breed.,0
1009298,to build a room.,0
1009299,to buy a weed eater.,0
1009326,to buy clothes to sell.,0
1009664,to buy cows and calves,0
1010094,"to buy cement, sand, bricks, iron and other construction materials.",0
1010193,to increase her husband's crockery business.,0
1010504,to buy fertilizers and pay his workers for manual labor (to maintain the farm).,1
1009946,to buy flour for her business.,0
1009940,to buy more shoes for her business.,0
1010027,to buy a specialist sewing machine and other supplies for her sewing business.,0
1010024,to buy equipment for her food sales business.,0
1009593,to purchase hybrid seeds and fertilizer to improve harvests of maize.,0
1009555,to buy cost efficient maize seeds and fertilizer for the coming harvesting season,0
1005839,to buy seeds and expand her horticulture farm.,0
1005843,"to buy soft drinks, wines, cigarettes, beverages, canned food and toiletries.",0
1006223,to buy cereals.,0
1006292,to buy a motorbike.,1
1009483,to purchase mineral fertilizer and planting seeds ,0
1009489,to buy two cows,0
1010460,to buy 2 calves and livestock fodder.,0
995209,to buy wheat and mineral fertilizer,0
1005771,to buy cereals for resale.,0
1008785,to help her husband to buy commodities for the general store business.,0
1009224,to buy maize and beans to sell.,0
1009295,to buy agricultural products to sell.,0
1009967,"to buy bananas, mangos, cookies, sweets, and juice.  ",0
1010485,to buy drugs for selling in her pharmacy,0
1010523,to buy seed potatoes for her farm.,0
1010651,to buy sheets and bedspreads to sell to regular customers.,0
1010660,"to buy 50 small chickens along with food, to fatten them for market later.",0
1010795,"to pay for shelving, clothing stock, flyers, an air conditioning unit for her ?home-based store, and specialty items.?",0
1011100,"to buy baby diapers, clothes, bed sheets, mosquito sprays and coils to stock her shop.",0
1004527,To construct a modern dairy unit,0
1004553,to buy seeds and start horticulture farming.,0
1005609,to buy and sell cereals so as to improve her income level.,0
1005627,"to buy farm inputs such as good quality seeds, fertilizer, and pesticides.",0
1005640,To buy cereals,0
1005691,"to buy flashlights, sunglasses and CDs",0
1005452,"to buy ��_��__��_��___��_��__��_��____bobo��_��__��_��___��_��__��_��____ material such as bamboo stem, and fish net",0
1005743,to buy cereals for resale.,0
1005790,	to buy cereal.,0
1009929,to buy material to sew more vests for children.,0
1010086,"to invest in pants, skirts, blouses, shirts, etc., to increase sales. ",0
1010420,to purchase  trailer to increase his profit for supporting his family,0
1010621,"to buy rice, beans, sugar, beverages, eggs, sardines, plastic bags, churros, bread, etc. for his business.",0
1010639,to make improvements to his moto-taxi storage area.,0
1010988,to increase her merchandise with new fashionable clothes for this winter season to satisfy demands.,0
1011029,to buy more stock of cosmetics.,0
1011054,to buy more rice for resell to gain more profit.,0
994430,to purchase a large amount of fertilizer,0
1005275,to buy seeds and start growing fruits and vegetables on his farm.,1
1005457,to buy a fishing net.,0
1009273,"to buy again quilts, bedspreads, etc.",0
993643,to purchase a car and protect his source of income,0
1005155,to buy a good-quality breed of dairy cow.,0
1005239,to buy seeds and grow his horticulture farming business.,0
1005245,to pay for poultry.,0
1005252,to buy another motorbike to deliver his products to the market in a timely manner.,0
1008954,"to buy manure, fertilizers, pest control, and posts to mark his land.",0
1003940,to buy cereal grains,0
1004618,to buy a quality breed of dairy cow.,0
1004626,to start an agro shop.,0
1004638,To start poultry farming,0
1004691,to construct a greenhouse.,0
1004996,To buy poultry,0
1005132,to construct a proper dairy stall.,0
1005157,"to buy chips, candies, biscuits, coffee, powdered chocolate drinks, sugar, salt, canned goods, noodles, spices, eggs and drinks.",0
1004583,to buy seeds.,0
1004609,to buy seeds to start a potato farm.,0
1009122,to purchase more cattle in bulk.,0
1010036,to buy organic fertilizer for her tara tree plantation.,0
1010074,to build a suitable house for his family.,0
1010097,to build a home suitable for him and his grandson.,0
1010156,to buy rice seeds and fertilizers for her farmland,0
1010303,to buy a new appliance for making hot ?drinks and more soft drinks and snacks to sell.,0
1010346,to cover his university fees. Mohammad needs your support to complete his studies.,0
1010501,to buy organic compost in order to improve the production of tara.,0
992933,to expand his assortment and this way increase the turnover and expand his business,0
997312,to buy another motorbike so as to deliver his produce speedily to market.,0
997315,to buy a motorbike.,0
997325,to buy farm implements.,0
1001185,to buy piglets and feed.,0
1009110,to purchase materials for installation and to pay for labor.,0
1007206,to buy necessary construction materials,0
1009089,"to invest in skirts, blouses, shirts, pants, etc. and beauty and dairy products to increase her earnings.",0
1010271,to bring more blankets and bedsheets to sell.,0
1010513,"to buy one dozen pairs of pants, one of shirts, and underwear and shoes for both men and women.",0
1010537,"to buy more products such as candy, staple grains, beverages, sugar, bread, eggs, dairy products, meats, vegetables, cleaning supplies, churros, etc.",0
1010559,to pay the rent for the location where she has her business and to buy products to supply her business.,0
1009898,to purchase stock of products and open a general store.,0
1010288,"to buy a hair dryer, hair brushes and more tools.",0
1010338,to buy purebred livestock to increase the size of her herd.,0
1010352,to increase his wheels stock to increase his sales and income at the same time.,0
1010456,"to pay for metallic pipes for his greenhouse, cover other renovation costs, and pay for a construction worker to refresh the greenhouse.",0
1010465,to buy 2 cows and cattle fodder.,0
1010520,"to buy more chickens to raise, as well as food to feed and fatten her birds.",0
1010622,"to buy soft drinks, two more freezers, and a generator to boost sales.",1
1000966,"to buy canned goods, noodles, spices, toiletries, chips, candies, biscuits, chocolate bars, eggs, cooking oil, coffee, sugar and drinks.",0
1009072,"to buy construction materials that will be used to fix his house, which he shares with his elderly parents.",0
1009542,to pay labor for tilling his land preparing for the next season.,1
1009833,"to invest in beauty products, such as Keratin treatments for hair, natural extensions, wool, shampoo, creams, blades and combs.",0
1009881,"to buy an assortment of beer, soda, liquor, and snacks in order to keep her business well stocked.",0
1009958,"to buy pants, shirts, dresses and shorts.",0
1009960,to buy a showcase and new plated jewelry. This will allow her to better showcase her products and have sufficient merchandise to meet the demands of her customers.,0
1010046,buy men and women's clothing,0
1010070,to start a business with young bulls and in this way improve his quality of living.,0
1010077,to buy two calves.,0
992818,to buy a larger quantity of mineral fertilizer,0
1009274,"to buy bed sheets, hammocks, shoes, etc. to sell.",0
1009826,to purchase an assortment of lotions for men and women.,0
1008990,"to buy trousers, shirts, skirts, dresses and more for her business.",0
1009001,to buy more inputs to sell like lotions and home products.,0
1009032,"to purchase new models of cell phones and accessories such as cases, chargers and headphones.",0
1009039,"to buy a variety of make-up, clothes, shoes and purses.",0
1008907,to buy food products and some things she needs for the house.,0
1010277,to increase her income through starting a new home-based clothes selling business.,0
1010371,To pay for his education fees,0
1009847,To pay for a necessary dental surgery she has to undergo,0
1010092,to buy blankets and expand her small business. ,0
1010138,to buy more groceries to sell and improve her family��_��__��_��___��_��__��_��____s income,0
1010173,to buy a sewing machine for her tailoring micro-enterprise.,0
1009689,to buy the latest style second hand clothes to meet his customer's requirements.,0
1009759,"to pay for table and 4 chairs, two conditioners and refrigerator needed for the cafe",0
1010259,to buy bridal necessities to prepare for her daughter's wedding.,0
1010480,"purchase plastic utensils for sale.

",0
1010549,to purchase fabric by the roll to sell their tailored pieces for wholesale and retail. ,0
1008621,to help her husband repair his taxi.,0
1008622,"to help her husband purchase sanitation retail items, such as pipes, tape, elbows and tools.",0
1008744,To buy  cattle.,0
1008956,"to buy products such as groceries, sweet breads, candy, etc. for his store.",0
1008967,"to purchase electric cable, cement, sand, outlets, and a fuse box to install electricity in his home.",0
1006701,to purchase additional prepaid airtime credit for helping community members who need access to communication service.,0
1008745,to give his community better access to communication service by selling mobile airtime credits.,0
1009540,to purchase additional prepaid airtime credit for helping community members who need access to communication service.,0
1009660,to purchase additional prepaid airtime credit for helping community members who need access to communication service.,0
1009707,to buy more prepaid airtime credits to sell to community members who need communication services.,0
1009711,to purchase additional prepaid airtime credit for helping community members who need access to communication service.,0
1008620,to cover the cost of her husband repairing his vehicle.,0
1008740,to give his community better access to communication service by selling mobile airtime credits.,0
1008768,to help her husband do some much-needed maintenance on his taxi.,0
1008942,to buy fish and chicken wholesale to sell at Christmas time.,0
1008945,"purchase agricultural inputs: more seeds, fertilizers, pest control, etc.",0
1008732,to purchase mobile airtime credits.,0
1008735,to buy a new moto rickshaw body for her husband's transportation services.,0
