id,description,value
1011955,"to begin with the production of vegetables such as chilies, tomatoes, cucumbers, pipian squash, and more and to purchase the seeds and other supplies necessary for the crops.",2
1012195,to buy building materials.,2
1012575,"to buy products like rice, dairy products, eggs, meat, bread, shortening, cleaning products, and other to sell.",2
1012574,to buy more cows so she can increase the amount of milk she sells.,1
1012875,to replace a cow that recently passed away.,1
1012991,to purchase baby poultry to raise and sell in the future.,1
1012497,"to buy various apparel, like: jeans, shirts, pants, t-shirts and others.",2
1012510,"to buy fabric, thread, rubber bands, and other products. ",2
1012517,"to buy two dozen women's blouses, a dozen men's shirts as well as children's clothing.",2
1012519,"purchase cloth, thread, glue, buttons, zippers, and other necessary items for dressmaking.",2
1012526,to buy 100 chickens and feed for them.,1
1012542,build a suitable home for her family.,2
1012981,to purchase baby pigs to raise and sell in the future.,1
1010423,to purchase additional prepaid airtime credits to help community members who need access to communication services.,2
1010828,to purchase spare parts to repair his vehicle,2
1011339,"to purchase materials such as cement, lime, sand and gravel.",2
1012256,to buy wood to wall off her kitchen,2
1010636,"to buy chicken meat, oil and potatoes to sell roasted chicken.",2
1010655,"to buy an assortment of items for her store: rice, oil, canned goods, drinks, meat and vegetables",2
1012293,to purchase livestock to resell,1
1010756,to buy mineral fertilizers and watermelon seeds,2
1011240,to buy cows.,1
1011691,"to buy motorbike spare parts such as brake shoes, brake levers, hubs, rims, mud guards, filters, chains, headlights and batteries for her son's spare parts store.",2
1012411,to extend her business and open a fruits and vegetables shop.,2
1009932,to buy new beauty products and equipment for her beauty salon.,2
1012349,to buy additional home products to develop her business.,2
1012858,to buy tires and car parts to resell.,2
1012863,"to buy more products such as soft drinks, rice, sugar, snacks, and food supplies.",2
1011308,to buy more wood.,2
1012224,to buy a cow and seven sheep in order to increase her livestock headcount,1
1012020,to stock his bookstore with school supplies.,2
1010257,to buy new shishas and shisha equipment to sell and expand his business.,2
1010657,to buy computer equipment.,2
1012297,to buy more groceries to sell and improve her family�s income,2
1012302,to buy one more cow for her farm and also some fodder for her farm cattle,1
1012837,"to buy vegetable seeds, chemicals, a wheelbarrow, water tank, rake, shovel, hand gloves and safety boots.",2
1012850,"to help her husband to buy more products to stock his four stores, and put shelves in his stores to recognize his products.",2
1012093,"purchase cornstarch, cheese, eggs, butter, cooking oil, salt, and other ingredients to make popular Paraguayan 'chipas' to sell.",2
1010099,"to invest in purchasing animals such as chicks, hens, ducks, etc.",1
1010150,to buy fertilizers and seeds for her farmland,2
1010175,to help her husband expand his electrical business.,2
1010177,to buy a motorbike,2
1010179,to increase her husband's vegetable business.,2
1010200,to increase his merchandise turnover and expand his activity.,2
1010231,to buy three young steers.,1
1010251,to buy wheat and mineral fertilizers.,2
1009948,to buy toys because she will start her own business.,2
1009949,to pay for repairs on his vehicle.,2
1010068,to purchase a variety of construction materials.,2
1010088,"to buy seeds, fertilizers, compost, pest controls, herbicides, and other supplies so that he can improve his land.",2
1010142,to buy seeds and fertilizers for her farmland,2
1010186,with her son's wedding,2
1011213,to purchase two cows.,1
1011329,to purchase a compressor and a tank of oxygen for his locksmith shop.,2
1011950,to buy five calves.,2
1011954,to purchase fabric to make clothing to sell.,2
1011957,to buy six calves.,1
1012301,to restore the out of stock items in the food store.,2
1012324,to buy an electric hammer set and an electric cutting machine.,2
1012545,to purchase cartons of raw fish for her business.,1
1005960,"to purchase bags of cement, plywood, sticks and for payment of labor costs.",2
1009743,to purchase hybrid seeds and fertilizer for the�cultivation�of maize,2
1009945,to buy new products for her business.,2
1010089,"to buy more shirts, pants, skirts, dresses, undergarments, and also notebooks because the school season is coming.",2
1010161,to buy slate and other construction materials to insulate the roof of her house,2
1010176,with auto repairs and a new business,2
1009942,to buy more clothes for her business.,2
1009943,to buy construction materials.,2
1011335,to purchase more pigs and concentrated feed.,1
1011379,"to purchase grocery products like sweets, beverages, and candies.",2
1012035,to buy all of the construction materials she needs.,2
1012048,to buy more pigs and feed.,1
1012422,to expand her current business by buying more bananas to sell.,2
1012630,to hire a part-time employee for two months and to invest in marketing her modeling agency.,2
1012058,purchase sweaters and coats.,2
1012064,to buy sweaters and hats.,2
1012067,to buy folders and shirts.,2
1012532,"to buy additional cartons of milk, butter, sweets, biscuits etc.",2
1012537,"to buy ten bags of local rice, ten gallons of palm oil, and ten bags of beans to sell.",2
1012692,to purchase fertilizers for the cultivation of paddy,2
1012729,to extend her business of selling sorghum.,2
1012730,To purchase more goats to sell.,1
1011334,to invest in parts and labor costs of the mechanic who specializes in heavy machinery.,2
1012050,to buy supplies and fertilizers and to prepare this land to grow rice.,2
1012484,"to expand her business, by buying more sorghum to sell.",2
1012514,to expand his business by buying more sorghum to sell.,2
1009882,to purchase a solar light and gain access to cost efficient hybrid seeds and fertilizer for maize cultivation.,2
1009893,to make more pickles and food supplies for her shop .,2
1009904,to buy more personal products and cosmetics for trade.,2
1010072,to improve the pens and buy food for the poultry; thus he will give a better future to his wife and children.,1
1010075,to buy the supplies that he needs for healthy production.,2
1009877,To buy seeds and grow his horticulture business,2
1009878,"to purchase a solar light, as well as hybrid seeds and fertilizer to improve harvests of maize.",2
1009880,to buy cereals to sell.,2
1009886,"to purchase a solar light, as well as hybrid seeds and fertilizer to improve the harvest of maize.",2
1009888,to buy seeds and start horticulture farming.,2
1009891,to purchase a solar light and gain access to cost-efficient hybrid seeds and fertilizer.,2
1010063,to buy the construction materials she needs.,2
1010067,"to invest in: brick, cement, and sand to finalize housing construction.",2
1012300,to solve his beloved mother�s health problems because he is very upset to see her weak and unhealthy,2
1012303,to purchase tools for fishing to sell.,1
1012414,to increase his capital to buy a large amount of bananas to make banana beer to resell and earn more.,2
1012452,to purchase cows so that she can start producing dairy products for sale.,1
1012505,to buy more sorghum to sell.,1
1009676,to buy more items for her husband's grocery store	.,2
1009804,"to purchase stock of oil, grains, etc., in order to expand her grocery store.",2
1009874,to buy farm implements,2
1009876,to expand his horticulture farm.,2
1009921,to buy cattle and calves to strengthen his cattle raising business.,1
1010059,to stock her convenience store and cover her son's school expenses with the profits.,2
1010061,"to buy more hammocks, home entertainment shelving, and beds in order to continue with his business",2
1010062,"to buy rice, beans, oil, flour, sugar, eggs, and other products so he can start up his own store",2
1009739,to buy raw material for her son's vehicles body repairing shop.,2
1009803,to buy a new engine for the van in order to provide better services to his customers.,2
1009807,to buy gold for her husband's jewelry shop.,2
1009840,to expand her food stall business.,2
1009851,to buy new makeup products,2
1010058,to buy a cow,1
1009645,to buy cereals to sell.,2
1009673,"to buy more bread, cooking oil, soap and other items to sell.",2
1010057,"to buy sportswear, sporting outfits, gloves, and footwear to sell to his customers.",2
1010154,to buy a wide range of food products to resell.,2
1007374,to replace the dirt floor.,2
1008155,to repair his car.,2
1008614,to buy two head of cattle and feed,1
1009549,to buy auto rickshaw for her son	.,2
1009585,"to buy cosmetic products such as facial cream, hair colors, scissors and combs for her beauty salon.",2
1009587,"to buy  banana fruit and vegetables such as bitter gourd known as �ampalaya�, luffa gourds known as �patola�, Malabar Spinach.",2
1009643,to buy farm implements.,2
1010008,"to buy sweets: jellies, pastries, cookies and cakes.",2
1010054,"to buy seeds, manure and fertilizers, and pesticides.",2
1009522,"to buy food ingredients, rice, school materials, snack foods and drinks",2
1009523,"to buy brake shoes, brake levers, hubs, rims, mud guards, filtersand batteries for her husband's vehicles's spare parts shop. .",2
1009547,to buy more clothing of various colors and designs for her husband's clothing business.,2
1009666,to buy more ingredients for food vending,2
1010049,buy construction materials to make her home more comfortable,2
1010051,to update her supply of clothing and shoes.,2
1010052,"to buy an assortment of men's and women's clothing, and toys for children between the ages of 2 and 5.",2
1010053,"to buy: corn and lime to sell tortillas, as well as clothing for men and women to increase her income.",2
1009637,to buy farm inputs.,2
1010037,to improve and expand her portfolio of services.,2
1010042,to purchase a vast assortment of products for basic household needs.,2
1010048,"to buy clothing for men and women such as shirts, t-shirts, jeans, blouses and coats.",2
1010035,to turn the sales counter area she has into a shop.,2
1009476,to buy a moto rickshaw body for her husband's local transportation services.,2
1009478,to buy winter season's warmer garments for reselling from her home.,2
1009599,to buy new auto rickshaw for her husband so he won't need to rent it.,2
1009622,to buy pigs and feed,1
1009625,"to buy  ingredients for candied peanuts such as peanuts, cooking oil and sugar.",2
1010033,to buy clothing to sell in villages and to neighbors.,2
1010662,"to invest in buying tools to build a corral, baby pigs, and cow's milk for his cheese production. ",1
1011206,"to invest in a motorcycle, which will allow her to transport her products and increase her customer base.",2
1009662,to treat his wife and himself in the hope of having children,2
1009691,to buy medicine for his illness.,2
1010196,to buy medicine.,2
1012182,with his operation and medical treatment.,2
1012236,"to solve his lovely mother�s health problem, and he is thankful beforehand and just impatient for the Kiva loan.",2
1012246,to pay for the treatment that his wife so needs,2
1012314,to pay for his wife's medical exam at the hospital in the hopes of solving her health problem quickly.,2
1012320,to address her husband�s health problems.,2
1012351,to pay for a medical exam at the hospital.,2
1010350,To pay for his university fees,2
1010377,"to pay his university fees, majoring in mechanical engineering.",2
1012326,to buy a computer and professional literature.,2
1009685,to purchase a solar light and gain access to cost efficient hybrid seeds and fertilizer for maize cultivation.,2
1009747,to buy cost efficient maize seeds and fertilizer for the coming harvesting season,2
1009805,to purchase a solar light and gain access to cost-efficient hybrid seeds and fertilizer for maize cultivation.				,2
1009806,to purchase a solar light and gain access to cost-efficient hybrid seeds and fertilizer for maize cultivation.			,2
1009810,to purchase hybrid seeds and fertilizer to improve harvests of maize,2
1009866,"to purchase a solar light, and also gain access to cost-efficient hybrid seeds and fertilizer for maize cultivation.",2
1009867,"to purchase a solar light, as well as helping him to gain access to cost-efficient hybrid seeds and fertilizer for maize cultivation.",2
1009869,to buy cost-efficient maize seeds and fertilizer for the coming harvest season.,2
1009871,"to buy cost efficient maize seeds and fertilizer for the coming harvesting season, as well as two solar lights.							",2
1009872,to purchase a solar light and gain access to cost efficient hybrid seeds and fertilizer for maize cultivation.,2
1010344,to pay for his upcoming semester's fees.,2
1011396,to pay university fees.,2
1011401,to pay his university fees.,2
1011430,to pay university fees.,2
1009659,to purchase a solar light and gain access to cost efficient hybrid seeds and fertilizer for maize cultivation.,2
1009675,to purchase a solar light and gain access to cost efficient hybrid seeds and fertilizer for maize cultivation.,2
1009677,to purchase two solar lights and gain access to cost efficient hybrid seeds and fertilizer for maize cultivation.					.,2
1009706,to buy cost efficient maize seeds and fertilizer for the coming harvesting season.,2
1009726,to buy cost efficient maize seeds and fertilizer for the coming harvesting season.,2
1009732,to purchase a solar light and gain access to cost efficient hybrid seeds and fertilizer for maize cultivation.,2
1009836,"to purchase a solar light and gain access to cost-efficient, hybrid seeds and fertilizer for maize cultivation.",2
1009837,to buy cost efficient seeds and fertilizer for the coming harvesting season,2
1009845,to buy cost efficient maize seeds and fertilizer for the coming harvesting season,2
1009858,to purchase a solar light and gain access to cost efficient hybrid seeds and fertilizer for maize cultivation.,2
1011505,to buy another motorcycle to resell,2
1011778,to buy more items to sell in his store.,2
1012190,to buy fabrics and threads to cater for made-to-order products for his tailoring business.,2
1011121,to buy fertilizer and seeds that will the improve quality and quantity of his yields.,2
1011209,to build an adequate home for her daughter ,2
1008756,to buy 500 pairs of shoes.,2
1008759,to procure construction materials.,2
1008762,"to buy underwear, diapers, baby blankets, shirts and pants.",2
1008767,"to buy juice, cookies, cheese, and various fruits.",2
1011015,to get five crates of Primus drinks and sugary drinks.,2
1011024,to buy 25 sacks of beans.,2
1011031,"to get supplies of ""pagne"" fabric, shoes, pants, shirts, T-shirts and underwear.",2
1011039,to buy cement and metal sheeting.,2
1011048,to buy 30 sacs of beans and cassava.,2
1011062,"to buy bowls, pans, forks, plates, etc.",2
1011943,to purchase food products to sell.,2
1011964,to buy automobile tires and oil.,2
1011995,to buy various garments to sell.,2
1012397,to purchase a minibus in order to start a trading business with cereals.,2
1011344,"to buy ingredients such as: flour, sugar, yeast, molds, and other things.",2
1011470,to buy fertilizer.,2
1012289,to buy baby fish to raise and sell in the future.,1
1012148,to purchase baby livestock to raise and sell in future.,1
1012151,to purchase baby cattle to raise and sell in future.,1
1012223,to purchase baby cattle to raise and sell in the future.,1
1012227,to purchase baby poultry to raise and sell in future.,1
1012257,to purchase equipment to catch fish,2
1012259,to purchase equipment to catch fish.,2
1012271,to buy additional groceries to sell.,2
1012276,to purchase more fruit to resell,2
1012278,to purchase more fruit to resell,2
1012286,to purchase pork to resell,2
1010384,to increase and diversify her business merchandise with a special winter season collection.,2
1011638,to increase her merchandise with  special offers and items for this winter season to attract customers attention,2
1012252,to increase her merchandise.,2
1009861,to increase her newly established business' merchandise with a special offer winter collection to increase her sales volume.,2
1009875,"to buy a car, necessary for her transportation to her work, since she lives in a remote area.",2
1010273,to renovate his coffee shop to attract new customers,2
1010299,"to start an additional income business, through buying a car and setting it for renting services.",2
1010326,to develop his business by increasing his merchandise with new perfumes and offers to attract more customers.,2
1010340,"to register his business truck to facilitate his work, and expand his service working zone.",2
1011649,to buy a taxi which she will rent out and benefit from its output.,2
1011706,to buy' spare parts and updated tools for computers to provide his customers with better service.,2
1011858,to increase her business merchandise with a newly released special winter collection to cover her customers' special requests.,2
1012308,to increase and diversify her business merchandise with special offer products highly requested by her customers.,2
1009071,to pay for repairs at his house .,2
1009532,to buy various colors and types of rexine (artificial leather) for her husband's business of sewing and selling vehicle seat covers.,2
1009534,"to buy more cooking oil, sugar, powdered soap and other items to sell.",2
1009536,to repair a vehicle for her husband.,2
1010750,to buy food products and open a grocery store.,2
1010471,to buy charcoal to sell.,2
1010562,to buy fertilizer and to maintain his crop of coffee.,2
1009937,to buy tools for his locksmith business,2
1010548,"to purchase flavorings, acidifiers and plastic items",2
1009941,to buy an overlock machine.,2
1008103,to buy mineral fertilizer and seeds,1
1009530,"to buy fruits, peanuts, snack foods, food seasoning, cereals and drinks",2
1010085,"to buy a screen printing machine, so that he can have a larger workshop and generate more work.",2
1010283,to grow his business and buy new equipment and food supplies.,2
1010571,"to buy shirts, pants, skirts, dresses, underwear, etc. to stock her clothing business.",2
1011615,to buy construction materials for building a new house.,2
1012091,to buy cows and goats to raise.,1
1010875,to buy seeds and start horticulture farming and also to build a modern dairy unit.,1
1011652,to pay for forage for the livestock and to buy 5 piglets to enrich her farm,1
1011849,to increase and diversify her business merchandise with a special winter collection.,2
1011905,to buy a refrigerator to keep her products and raw materials fresh.,2
1010992,to pay for fodder for the livestock,1
1011242,to purchase an industrial oven to expand the menu and sell baked chicken. ,2
1011639,"to buy more fish, vegetables and chicken to sell at the market",2
1009646,to buy cost efficient maize seeds and fertilizer for the coming harvesting season,2
1009650,to purchase a solar light and gain access to cost efficient hybrid seeds and fertilizer for maize cultivation.,2
1009696,to purchase hybrid seeds and fertilizer to improve harvests of maize.,2
1009698,to purchase a solar light and gain access to cost efficient hybrid seeds and fertilizer for maize cultivation.,2
1009699,to buy cost efficient maize seeds and fertilizer for the coming harvesting season.,2
1009718,"to purchase cost efficient maize seeds, banana seedlings, and fertilizer for the coming harvesting season",2
1009720,to purchase hybrid seeds and fertilizer for the�cultivation�of maize.,2
1009721,"to purchase a solar light, as well as hybrid seeds and fertilizer to improve harvests of maize.",2
1009521,to purchase a solar light and gain access to cost efficient hybrid seeds and fertilizer for maize cultivation						.,2
1009583,to purchase hybrid seeds and fertilizer to improve harvests of maize,2
1009619,to purchase hybrid seeds and fertilizer to improve harvests of maize							,2
1009629,to purchase hybrid seeds and fertilizer to improve harvests of maize.,2
1009639,to buy cost-efficient maize seeds and fertilizer for the coming harvesting season.,2
1009663,to purchase a solar light and gain access to cost-efficient hybrid seeds and fertilizer for maize cultivation.,2
1009667,to purchase a solar light and gain access to cost-efficient hybrid seeds and fertilizer for maize cultivation.,2
1009692,to purchase hybrid seeds and fertilizer to improve harvests of maize							,2
1009694,to buy hybrid maize seeds and fertilizer to improve his harvest.,2
1011710,to pay for food products to sell in the  store,2
1011724,"to pay labor fees, which is expected to improve her root crop productivity",2
1011806,to invest in the vineyard he already has,2
1011809,to purchase more ducks and high-quality feed,1
1011915,To purchase stock of products and to open a general store in the village,2
1012166,to bring in a collection of women's fabrics and scarves.,2
1008317,to buy construction supplies.,2
1008752,"to buy pants, shirts, T-shirts and underwear.",2
1011794,to purchase more ducks and high-quality feed.,1
1011803,to purchase ducks as well as high-quality feed.,1
1009113,buy supplies to stock up her store and also to buy 3 pigs to raise.,1
1009575,to buy a healthy cow for her husband so he can continue his cattle breeding and trading business.,1
1009577,to buy more stock of different clothes for the winter season by taking into account the choices and tastes of her customers.,2
1010009,to purchase truck tires.,2
1010011,"to purchase more watches for women and men, purses of all styles, and clothing.",2
1010015,to buy material to build a pigsty and a small chicken farm.,1
1009060,buy a new sewing machine for some special production she has.,2
1009062,"make some adjustments to the bar and main table of her food place, and also to buy a tent, and inputs like sodas, snacks and beers.",2
1009064,buy a refrigerator for the business and ice creams to sell in her place.,2
1009066,"buy more personal use products to sell like bath products, vitamins and others.",2
1009075,"buy different products to sell in her store, especially daily use so she stocks up.",2
1009470,to buy scrap material in bulk for her husband's recycling business.,2
1009472,to help her son in repairing motorbike and body so he can drive his moto rickshaw smoothly.,2
1009480,to buy perfumes.,2
1009527,"to buy more rice, sugar biscuits and others to sell.",2
1009099,to buy more pigs and chickens and food for them.,1
1009104,"to buy inputs to stock up like sodas, liquor and food.",2
1009398,"to buy groceries to sell from her sari-sari, or convenience store.",2
1009400,"to purchase more stock of inventories such as shoes, men's sandals, women's sandals and other items.",2
1009473,to buy a variety of rice for retail in the local community.,2
1009498,"to buy more vegetables, fruits and spices for resell to the local community. .",2
1009503,to buy feed and other supplies to raise her livestock,1
1009504,"to  buy ingredients such as pork, vegetables, spices, and cooking oil for her restaurant",2
1009516,to buy seeds to plant.,2
1010004,to buy a cow.,1
1010021,"to buy cattle, which he hopes will make plenty of milk so that he can sell dairy products.",1
1010272,to buy livestock and feed.,1
1010400,to buy cows for selling,1
1010402,to buy feed ?and other supplies needed to raise her livestock.,1
1010414,to buy cattle for fattening and trade.,1
1010560,to buy more cattle and vitamins for them.,1
1010907,to build a modern dairy unit and buy cereals to sell.,1
1011051,to buy a lot of fodder for all the livestock on her farm.,1
1011087,to buy more cows for fattening.,1
1011093,to buy a few cows and steers and increase her cattle headcount.,1
1011175,to purchase more cattle.,1
1011237,to work in agriculture and raising cattle.,1
1011247,with agriculture and cattle.,1
1011299,to buy two heifers with the objective of generating abundant milk to sell.,1
1011454,to invest in raising chickens.,1
1011456,to buy chickens,1
1011508,To buy cattle,1
1011518,to buy additional dairy cows in order to increase organic milk sales,1
1009385,"to restock sari-sari store with consumable goods like noodles, canned goods, coffee, milk, confectioneries, condiments and others",2
1009462,to help her husband in repairing his rickshaw so he can continue his transportation services near the airport.,2
1009467,to buy raw material for her husband's socks sewing and then selling in the market.,2
1009998,to buy beauty products and hand tools for manicures and pedicures.,2
1009999,to start a beauty salon business.,2
1010001,"to buy an industrial stove, pots, dishes, equipment, and have capital to buy raw material.",2
1009405,"to restock the store with grocery items, confectioneries, condiments and other things.",2
1009422,to buy new kitchen utensils.,2
1009425,"to purchase strings, bamboo poles and seaweed.",2
1009427,to restock sore with consumable goods.,2
1009976,"to invest in blocks, sand, cement and iron and to pay for the labor to build a retaining wall",2
1009992,to buy more clothing wholesale.,2
1009995,to buy an automobile repair shop.,2
1009996,"to buy a gas stove, improve her firewood oven, and buy ingredients and supplies to prepare meals and lunches.",2
1009231,to acquire additional capital for her sari sari store,2
1009257,to buy beans and maize to sell.,2
1009375,"to restock her sari-sari store with consumable goods like noodles, canned goods, coffee, milk, confectioneries, condiments, and other items.",2
1009977,"to pay for the installation of air conditioning, and to repair his front bumper, which will make his taxi more comfortable.",2
1009980,"to buy CDs, DVDs, bond paper, ink cartridges, and other stationary items",2
1009982,"to invest in bricks, sand, cement, iron, and labor costs for building a bedroom",2
1011235,to work with agriculture and ranching.,1
1011664,"to buy agricultural machinery, three farrows and two heifers for the development of his farm.",1
1011681,"to pay for 650 packages of fodder,  2.5 ton of combine fodder and to buy a cow to improve their farm.",1
1011685,"to purchase a cow and a pig, and 800 package of fodder with 3.5 tons of barley for feeding the livestock.",1
1009153,"to purchase construction materials such as bags of cement, sand, gravel, iron steel rod and pay for labor cost in house completion",2
1009156,"to restock sari-sari store with consumable goods like noodles, canned goods, coffee, milk, confectioneries.",2
1009228,to buy additionals stocks of spare parts,2
1009237,to buy more supplies for her store.,2
1009256,to buy rice and maize to sell.,2
1009975,"to pay to harvest her basic grains and to buy sugar, flour, eggs, etc., to continue making bread to sell and to do her farming work",2
1010581,"to buy seeds, fertilizers, manure, blight control, etc.",2
1010868,to buy mineral fertilizers and seeds.,2
1010914,to pay for two oxen and forage for feeding the livestock.,1
1011165,to buy all the necessary construction materials [to remodel and enlarge his home].,2
1011229,to buy and sell cattle.,1
1007816,to buy cereals for resale.,2
1009184,to buy more head of goats for dispersal,1
1009215,"to buy food ingredients such as flour, cooking oil, sugar and materials for packaging",2
1009216,"to buy canned goods, noodles, eggs, cooking oil, food seasoning, snack foods, mosquito repellent, drinks and rice",2
1009217,to buy fruits and vegetables; food seasoning and dried noodles,2
1009221,to  buy farm supplies like fertilizer and pesticides,2
1009964,"to buy drinks, fruit (fresh and dried) and vegetables to continue selling them and cover her customer's needs.",2
1009973,"invest in more pigs and basic grains, and improve the stock in her business",1
1007017,to purchase stock of home products to sell,2
1010518,"A loan of $1,600 helps this borrower to buy pig feed.",1
1011184,"to buy cracklings, beans, fresh cheese, corn and other ingredients.",2
1011195,To build a house for his family.,2
1011246,to rent the sewing machine to make her products.,2
1010597,to build a suitable home for her daughter.,2
1010603,to build an adequate home for her daughters.,2
1010615,to build a suitable home for her daughter.,2
1011205,to build a house that is adequate for his family.,2
1011223,to build an adequate house for the family.,2
1008886,"to buy soft drinks, liquor and e-feed.",2
1009147,"to purchase bags of cement, paints and pay for labor cost in house repair",2
1009148,to purchase bags of fertilizers and pesticides,2
1009931,"to buy insecticides, herbicides, and pesticides so that his vegetable crop has a healthy development.  ",2
1009950,to buy needed construction materials.,2
1010575,"to buy more products such as cosmetics, nail polishes, hairpins, shampoo, hair dyes, eyeglasses etc.",2
1010591,to build a fitting house for his wife.,2
1010595,to build a suitable home for her son.,2
1010666,"to invest in rice, oil, drinks, meats and vegetables, as well as in maintenance repairs of some apartments that he owns and rents out.",2
1010667,to invest in two dairy cows and to buy cases of various drinks.,2
1011215,to build an appropriate home for his family,2
1011462,to buy fertilizer,2
1007432,to buy a dairy cow.,1
1007472,to buy fishing nets and fishing boat engine,2
1007517,"to buy canned goods, noodles, spices, cooking oil, toiletries, laundry soap, sugar, coffee, powdered chocolate drink.",2
1007532,"to buy soft drinks, canned goods, noodles, spices, eggs, cooking oil, sugar, coffee, flour, powdered chocolate drink and milk; bamboo",2
1007549,"to buy fishing nets ; frozen products such as sweetened meat, chorizo and hotdogs",2
1007560,"to buy high-quality seeds, good fertilizer and pesticides that he will use to greatly improve his crop production.",2
1009093,"to buy more items to sell, especially food and daily use products.",2
1009144,"to restock store with basic commodities like canned goods, oil, soy sauce",2
1009928,to buy construction materials.,2
1007565,"to buy canned goods, noodles, spices, eggs, cooking oil, toiletries, laundry soap, chips, biscuits, bread, candies.",2
1009169,"to restock her sari-sari store with consumable goods like noodles, canned goods, coffee, milk, confectioneries, condiments, and other items.",2
1009125,"to invest in the purchase of products such as juices, dairy products, cereals, detergent, basic grains (corn, beans, rice), etc.",2
1009143,to purchase bags of fertilizers,2
1011589,to buy pig feed.,1
1011592,to purchase food to stock her market.,2
1011597,"to buy five oxen, 55 bags of fertilizer, fuel and feed for the animals.",1
1010931,to increase her business merchandise with special winter products.,2
1010998,To buy a car necessary for his business shopping for new products and family needs,2
1011079,to buy large quantities of mineral fertilizers and seeds for planting.,2
1011513,to buy fertilizer and materials for farming.,2
1000105,"to buy more salt, sugar and cooking oil to sell.",2
1010497,to pay for car (amount left) and purchase food supplies (oranges and dried figs) to resell in nearby communities,2
1010502,to pay for two air conditioners and cover renovation work for the kitchen in cafe.,2
1011464,to repair her house.,2
1011467,to raise pigs .,1
1012066,to buy cows to raise and re-sell,1
1007407,to purchase a chaff cutter.,1
1009088,to buy more cattle to have more animals to raise.,1
1009141,to purchase bulk stocks of foot wear and house hold wares,2
1009297,to buy material for her son's school uniform tailoring business.,2
1009452,to buy mineral fertilizers and seeds.,2
1009565,to pay for harvesting fees,2
1009990,to buy fertilizer and pay for labor for his workers (to maintain his plantation).,2
1011190,to buy second hand toys in general to sell at affordable prices.,2
1011407,for a down payment on a new vehicle and to purchase the taxi license he needs to operate his business.,2
1011410,to purchase a vehicle for his taxi service.,2
1011411,to create samples of his products to take to fashion buyers in Los Angeles.,2
1011055,to buy a new sewing machine.,2
1011095,to buy more stock of fruits and vegetables,2
1011098,to increase and diversify her business products in her convenience store so that she can respond to her customers' needs and increase her selling.,2
1011113,"to develop her newly established business through purchasing a special nail treatment machine, in addition to necessary tattoo ink",2
1011181,"to buy cement, sand, gravel, bricks, and iron to build her house, which is made of metal sheets today and is not very safe.",2
1010659,to buy more traditional Guatemalan clothing for resale.,2
1003927,to buy agricultural inputs for crops and fruits.,2
1004042,to buy a quality breed of dairy cow.,1
1004055,to buy farm implements,2
1004066,to buy seeds to expand his horticulture business.,2
1004068,to buy cereals.,2
1004079,to construct a dairy shed.,1
1007116,to buy seeds and start horticulture farming.,2
1007709,to buy farming implements.,2
1009054,"buy a new chilled showcase to display some of her food products, also a frying pan and supplies to prepare the food.",2
1009078,buy more clothes and shoes to sell in her location.,2
1009080,buy a frying pan to make new food.,2
1009087,to buy jackets for her store.,2
1009138,to buy 2 sacks of pig feeds,1
1009139,"to restock store with consumable goods such as canned goods, noodles, sugar, detergent bars and others",2
1009140,"to restock sari-sari store with consumable goods like noodles, canned goods, coffee, milk, confectioneries, condiments and others",2
1009852,"buy a vertical cutting machine, a table, canvas, and supplies for the manufacture of backpacks.",2
1009863,purchase supplies for his grocery store.,2
1009885,"to buy a pack of clothing to sell to friends, relatives, neighbors and in villages.",2
1009918,"to buy clothing, lotions, pajamas and jewelry to sell new fashion and products to her customers.",2
1009920,"to buy bread, seasonings, meats, sausages, oil, etc. to make tacos, quesadillas and hamburgers.",2
1010486,"to pay for land rental, two sows and fertilizer for land cultivation work.",1
1010611,To buy more fashion clothes to sell,2
1010815,"to purchase work tools (combs, hair styling tools and makeup)",2
1010895,to buy a cow and forage for feeding her livestock.,1
1010899,"to increase his merchandise with new items and offers, to satisfy his customers' demands.",2
1011006,to develop her business through buying updated tools which will facilitate her work,2
1011045,to pay for fodder to feed the livestock.,1
1011060,"to solve his health problem, finally.",1
1011103,"to buy bags of beans, groundnuts, millet, rice and local spices for resale.",2
1011683, to buy many goats for resale.,1
1003914,to buy cereals.,2
1006991,to buy seeds and start horticulture farming.,2
1007033,to buy a dairy cow,1
1007057,to buy a motorbike to deliver his products to the market in a timely manner.,2
1007094,to buy cereals.,2
1007293,"to buy chocolate bars, chips, candies, bread, biscuits, toiletries, spices, sugar, powdered milk and chocolate drink.",2
1008775,to increase her husband's crockery business.,2
1009040,"buy inputs to sell, like clothes, shoes and accessories, so she has a lot to offer.",2
1009838,to purchase a motorcycle because she wants to work transporting passengers.,2
1007284,"to buy sugar, flour, cooking oil, food seasonings fruits and vegetables; feed",1
1007285,"to buy biscuits, bread, chips, candies, chocolate bars, toiletries, laundry soap, sugar, coffee, powdered juice: fishing net.",2
1007290,"to buy noodles, canned goods, eggs, cooking oil, coffee, powdered milk, powdered chocolate drink, sugar, toiletries.",2
1008738,"to buy food seasonings, toiletries, canned goods, noodles, snack food, drinks, and fruit.",2
1008771,to improve her husband's tailoring business.,2
1008787,to start horticultural farming.,2
1009766,to buy cattle and start his own business.,1
1009831,"to complete maintenance arrangements for his cushions, paint and a change of tires.",2
1004015,to construct a cowshed,1
